Size,Fitness,PercolationIndex,MaxEditDistance,AvgEditDistance
2,86.32,41,1,1.0
2,80.12,38,1,1.0
2,83.57,38,1,1.0
2,81.78,35,1,1.0
2,79.06,26,1,1.0
3,87.89,43,1,1.0
2,78.81,32,1,1.0
3,86.26,42,1,1.0
3,85.41,60,1,1.0
2,84.21,35,1,1.0
2,76.32,34,1,1.0
2,85.17,39,1,1.0
2,79.65,29,1,1.0
2,85.07,42,1,1.0
2,84.23,32,1,1.0
2,86.55,36,1,1.0
3,83.52,40,1,1.0
2,86.67,43,1,1.0
2,79.64,34,1,1.0
3,82.42,40,1,1.0
2,87.12,30,1,1.0
2,81.9,37,1,1.0
2,86.92,43,1,1.0
2,78.69,36,1,1.0
2,61.89,31,1,1.0
2,82.23,44,1,1.0
2,85.21,30,1,1.0
2,75.36,33,1,1.0
2,84.38,34,1,1.0
2,81.84,32,1,1.0
6,85.62,63,3,1.6
2,82.81,33,1,1.0
3,70.58,47,2,1.3333333333333333
2,81.82,42,1,1.0
2,83.84,34,1,1.0
2,82.1,44,1,1.0
2,61.02,28,1,1.0
2,60.59,28,1,1.0
2,81.19,33,1,1.0
2,78.32,33,1,1.0
2,82.92,44,1,1.0
2,78.7,30,1,1.0
3,83.57,36,1,1.0
3,79.95,37,1,1.0
2,82.56,44,1,1.0
2,85.37,42,1,1.0
2,60.82,31,1,1.0
3,86.38,41,1,1.0
2,85.04,40,1,1.0
2,68.98,33,1,1.0
2,77.95,31,1,1.0
2,75.28,36,1,1.0
2,83.97,35,1,1.0
2,85.07,41,1,1.0
2,87.95,42,1,1.0
2,85.58,44,1,1.0
3,84.44,38,2,1.3333333333333333
2,85.24,35,1,1.0
6,80.36,52,2,1.4666666666666666
2,78.66,33,1,1.0
3,71.54,39,2,1.3333333333333333
2,84.17,31,1,1.0
11,82.93,51,5,2.672727272727273
3,78.98,40,2,1.3333333333333333
12,79.71,53,4,2.393939393939394
3,83.81,40,2,1.3333333333333333
3,86.32,36,2,1.3333333333333333
2,78.21,37,1,1.0
2,81.68,33,1,1.0
2,86.72,28,1,1.0
2,53.92,29,1,1.0
2,74.21,34,1,1.0
2,60.87,36,1,1.0
2,81.79,33,1,1.0
3,82.93,32,2,1.3333333333333333
3,81.48,42,2,1.3333333333333333
2,81.76,31,1,1.0
2,84.66,32,1,1.0
3,74.21,40,2,1.3333333333333333
2,86.17,30,1,1.0
2,71.57,30,1,1.0
2,78.98,35,1,1.0
3,79.08,40,2,1.3333333333333333
2,87.95,33,1,1.0
2,79.32,25,1,1.0
2,80.37,31,1,1.0
6,82.91,56,3,1.7333333333333334
4,61.27,45,2,1.5
2,82.91,27,1,1.0
3,82.39,38,2,1.3333333333333333
4,77.27,48,2,1.3333333333333333
7,84.58,56,3,1.9523809523809523
3,82.95,61,2,1.3333333333333333
4,86.32,46,2,1.5
5,79.02,34,3,1.8
4,83.43,51,2,1.5
3,83.95,40,1,1.0
2,79.08,32,1,1.0
3,78.83,36,1,1.0
3,69.16,38,1,1.0
2,78.29,34,1,1.0
2,79.12,36,1,1.0
2,60.86,34,1,1.0
3,88.17,36,1,1.0
5,71.54,53,2,1.5
5,70.4,50,2,1.6
2,79.65,33,1,1.0
2,78.84,29,1,1.0
3,77.24,39,1,1.0
2,80.45,34,1,1.0
6,79.62,52,3,1.8
8,60.67,46,4,2.0714285714285716
2,79.08,28,1,1.0
3,60.67,25,2,1.3333333333333333
3,82.95,40,2,1.3333333333333333
2,53.92,29,1,1.0
2,80.07,30,1,1.0
2,81.34,28,1,1.0
2,62.57,30,1,1.0
2,60.99,33,1,1.0
3,79.02,37,2,1.3333333333333333
3,61.07,46,2,1.3333333333333333
2,83.54,33,1,1.0
2,84.39,42,1,1.0
2,79.71,29,1,1.0
2,86.51,34,1,1.0
2,83.72,29,1,1.0
3,75.63,39,1,1.0
2,86.32,34,1,1.0
2,79.18,31,1,1.0
5,82.93,47,3,1.7
2,80.05,35,1,1.0
3,80.71,42,2,1.3333333333333333
2,81.63,31,1,1.0
3,76.03,38,1,1.0
4,85.51,43,2,1.5
3,79.07,34,1,1.0
3,84.17,38,2,1.3333333333333333
3,72.31,33,2,1.3333333333333333
2,83.72,34,1,1.0
3,84.11,40,2,1.3333333333333333
2,80.36,33,1,1.0
3,79.83,37,1,1.0
2,78.29,31,1,1.0
2,50.13,31,1,1.0
2,82.94,33,1,1.0
6,78.83,58,3,1.8
5,77.24,46,2,1.5
2,79.78,33,1,1.0
2,70.16,30,1,1.0
3,69.16,50,1,1.0
4,87.01,46,2,1.5
3,84.17,38,2,1.3333333333333333
2,79.19,29,1,1.0
2,79.02,26,1,1.0
4,80.44,52,2,1.5
3,82.93,35,2,1.3333333333333333
2,60.86,31,1,1.0
4,84.44,41,2,1.3333333333333333
2,79.53,34,1,1.0
3,60.24,40,1,1.0
2,67.52,28,1,1.0
4,52.62,45,2,1.3333333333333333
2,78.98,31,1,1.0
2,75.63,32,1,1.0
2,78.77,31,1,1.0
2,60.98,28,1,1.0
2,77.94,44,1,1.0
2,83.1,30,1,1.0
2,83.62,24,1,1.0
2,79.19,32,1,1.0
2,60.95,28,1,1.0
2,78.93,33,1,1.0
2,85.56,32,1,1.0
3,80.69,37,2,1.3333333333333333
2,84.65,43,1,1.0
2,62.49,33,1,1.0
4,79.71,39,2,1.3333333333333333
2,70.93,33,1,1.0
2,83.22,32,1,1.0
2,79.73,29,1,1.0
2,80.95,30,1,1.0
2,85.53,32,1,1.0
4,83.33,44,2,1.3333333333333333
4,60.86,47,2,1.5
5,84.21,53,2,1.4
2,79.95,34,1,1.0
2,63.11,32,1,1.0
2,81.49,35,1,1.0
3,76.29,39,2,1.3333333333333333
2,85.16,31,1,1.0
4,67.95,47,2,1.5
2,85.36,33,1,1.0
2,79.52,31,1,1.0
2,77.99,37,1,1.0
2,76.73,33,1,1.0
5,84.44,44,2,1.5
2,79.92,31,1,1.0
2,79.44,33,1,1.0
2,74.76,35,1,1.0
2,74.81,30,1,1.0
2,79.62,31,1,1.0
2,85.45,36,1,1.0
2,86.09,29,1,1.0
2,85.86,35,1,1.0
2,82.93,26,1,1.0
2,79.53,29,1,1.0
2,83.74,32,1,1.0
2,60.84,33,1,1.0
3,68.11,39,1,1.0
2,81.68,32,1,1.0
2,79.07,30,1,1.0
2,79.57,31,1,1.0
2,80.17,31,1,1.0
2,83.32,27,1,1.0
2,70.59,31,1,1.0
2,79.07,31,1,1.0
2,79.12,32,1,1.0
2,80.9,35,1,1.0
2,78.96,30,1,1.0
3,78.13,36,2,1.3333333333333333
2,68.11,34,1,1.0
2,85.62,36,1,1.0
2,60.67,27,1,1.0
5,83.43,40,2,1.6
4,85.86,55,3,1.6666666666666667
2,57.5,30,1,1.0
2,79.71,35,1,1.0
2,82.55,37,1,1.0
2,84.32,33,1,1.0
3,61.07,33,1,1.0
3,79.83,38,2,1.3333333333333333
6,79.07,47,3,1.6666666666666667
2,78.63,29,1,1.0
2,55.43,31,1,1.0
2,78.39,33,1,1.0
3,78.84,38,1,1.0
6,82.95,72,3,1.8
2,60.67,30,1,1.0
2,76.49,31,1,1.0
2,79.02,21,1,1.0
3,79.45,39,2,1.3333333333333333
2,79.76,32,1,1.0
2,79.32,28,1,1.0
2,82.39,29,1,1.0
2,51.69,30,1,1.0
3,86.32,39,2,1.3333333333333333
2,82.93,31,1,1.0
4,59.92,45,2,1.3333333333333333
2,79.45,32,1,1.0
2,84.16,29,1,1.0
2,83.36,35,1,1.0
2,77.27,31,1,1.0
2,59.92,31,1,1.0
4,79.83,46,2,1.5
2,60.86,28,1,1.0
3,79.19,36,2,1.3333333333333333
3,62.57,41,2,1.3333333333333333
2,79.45,30,1,1.0
2,81.27,36,1,1.0
3,80.31,37,2,1.3333333333333333
2,83.74,28,1,1.0
2,77.49,34,1,1.0
2,80.48,33,1,1.0
2,53.14,34,1,1.0
2,81.23,34,1,1.0
2,76.37,31,1,1.0
2,61.41,33,1,1.0
3,74.05,51,2,1.3333333333333333
2,79.23,32,1,1.0
2,78.84,27,1,1.0
2,79.19,32,1,1.0
2,83.22,29,1,1.0
3,78.98,38,2,1.3333333333333333
2,82.91,28,1,1.0
3,62.57,38,2,1.3333333333333333
2,78.84,27,1,1.0
2,79.71,21,1,1.0
2,70.4,29,1,1.0
2,54.75,34,1,1.0
2,79.08,30,1,1.0
2,78.83,31,1,1.0
2,60.45,33,1,1.0
2,87.01,27,1,1.0
3,84.11,43,2,1.3333333333333333
2,71.86,31,1,1.0
3,84.58,33,2,1.3333333333333333
2,80.4,30,1,1.0
2,67.59,37,1,1.0
2,79.12,33,1,1.0
2,77.49,32,1,1.0
2,79.15,27,1,1.0
2,59.92,31,1,1.0
2,61.81,32,1,1.0
4,59.92,40,2,1.5
2,80.71,32,1,1.0
2,79.6,35,1,1.0
2,84.45,32,1,1.0
2,79.28,31,1,1.0
3,54.37,40,1,1.0
2,84.58,32,1,1.0
2,60.67,32,1,1.0
2,61.1,31,1,1.0
2,85.39,35,1,1.0
2,83.55,35,1,1.0
2,81.39,31,1,1.0
2,55.43,35,1,1.0
2,67.63,22,1,1.0
3,79.75,41,1,1.0
2,80.36,32,1,1.0
2,72.31,31,1,1.0
2,61.27,33,1,1.0
2,84.44,29,1,1.0
2,53.88,28,1,1.0
2,77.99,32,1,1.0
2,81.39,36,1,1.0
2,72.67,42,1,1.0
2,82.57,34,1,1.0
2,85.86,37,1,1.0
2,78.98,31,1,1.0
2,79.89,30,1,1.0
2,60.86,36,1,1.0
2,80.07,31,1,1.0
